"sexo","edad","tiempo","fecha"
"1","(18,30]",586.146999835968,"09/01/2016"
"1","(30,45]",9155.23600006104,"09/01/2016"
"1","(45,60]",3714.22899985313,"09/01/2016"
"1","(60,Inf]",2443.367000103,"09/01/2016"
"0","(18,30]",1358.51999998093,"10/01/2016"
"0","(30,45]",27412.3680002689,"10/01/2016"
"0","(45,60]",13577.4549996853,"10/01/2016"
"0","(60,Inf]",14783.875,"10/01/2016"
"1","(18,30]",4502.59699988365,"10/01/2016"
"1","(30,45]",2819.22600007057,"10/01/2016"
"1","(45,60]",13253.7720000744,"10/01/2016"
"0","(18,30]",54341.1769998074,"11/01/2016"
"0","(30,45]",60513.9489986897,"11/01/2016"
"0","(45,60]",52727.2249994278,"11/01/2016"
"0","(60,Inf]",31056.7300002575,"11/01/2016"
"1","(18,30]",5588.17299962044,"11/01/2016"
"1","(30,45]",36059.82999897,"11/01/2016"
"1","(45,60]",36197.260999918,"11/01/2016"
"0","(18,30]",33954.6160008907,"12/01/2016"
"0","(30,45]",102646.481999874,"12/01/2016"
"0","(45,60]",96186.623000145,"12/01/2016"
"0","(60,Inf]",114898.556999922,"12/01/2016"
"1","(0,18]",52.3200001716614,"12/01/2016"
"1","(18,30]",13690.8460001945,"12/01/2016"
"1","(30,45]",71237.6630010605,"12/01/2016"
"1","(45,60]",36586.6799991131,"12/01/2016"
"1","(60,Inf]",5221.76999950409,"12/01/2016"
"0","(0,18]",975.892999887466,"13/01/2016"
"0","(18,30]",13841.2150008678,"13/01/2016"
"0","(30,45]",50492.9810006618,"13/01/2016"
"0","(45,60]",37304.8640007973,"13/01/2016"
"0","(60,Inf]",15111.3310000896,"13/01/2016"
"1","(18,30]",4049.55899977684,"13/01/2016"
"1","(30,45]",30191.8630003929,"13/01/2016"
"1","(45,60]",19418.6039996147,"13/01/2016"
"1","(60,Inf]",2723.99799990654,"13/01/2016"
"0","(18,30]",152561.947000027,"14/01/2016"
"0","(30,45]",166940.127998829,"14/01/2016"
"0","(45,60]",220036.666999578,"14/01/2016"
"0","(60,Inf]",100727.890001059,"14/01/2016"
"1","(0,18]",940.801999807358,"14/01/2016"
"1","(18,30]",76510.4290003777,"14/01/2016"
"1","(30,45]",45733.6539998055,"14/01/2016"
"1","(45,60]",29864.2740004063,"14/01/2016"
"1","(60,Inf]",5451.78800034523,"14/01/2016"
"0","(0,18]",2679.29400014877,"15/01/2016"
"0","(18,30]",38121.2420005798,"15/01/2016"
"0","(30,45]",110467.69699955,"15/01/2016"
"0","(45,60]",89929.3869998455,"15/01/2016"
"0","(60,Inf]",35200.0150001049,"15/01/2016"
"1","(0,18]",487.124000072479,"15/01/2016"
"1","(18,30]",8951.28000020981,"15/01/2016"
"1","(30,45]",65619.9729995728,"15/01/2016"
"1","(45,60]",35918.0690002441,"15/01/2016"
"1","(60,Inf]",2145.46899986267,"15/01/2016"
"0","(0,18]",15765.7730002403,"16/01/2016"
"0","(18,30]",79532.9439997673,"16/01/2016"
"0","(30,45]",89436.9759991169,"16/01/2016"
"0","(45,60]",101606.564001083,"16/01/2016"
"0","(60,Inf]",54966.6279993057,"16/01/2016"
"1","(18,30]",15940.4999997616,"16/01/2016"
"1","(30,45]",76751.4589998722,"16/01/2016"
"1","(45,60]",93477.5460002422,"16/01/2016"
"1","(60,Inf]",8819.35900044441,"16/01/2016"
"0","(0,18]",651.516999959946,"17/01/2016"
"0","(18,30]",4411.46299982071,"17/01/2016"
"0","(30,45]",12430.6870005131,"17/01/2016"
"0","(45,60]",27755.1760001183,"17/01/2016"
"0","(60,Inf]",4862.94799995422,"17/01/2016"
"1","(18,30]",4816.98399996758,"17/01/2016"
"1","(30,45]",6905.23600006104,"17/01/2016"
"1","(45,60]",4369.43000006676,"17/01/2016"
"0","(0,18]",5995.39300012589,"18/01/2016"
"0","(18,30]",16082.1470005512,"18/01/2016"
"0","(30,45]",83217.8489995003,"18/01/2016"
"0","(45,60]",47630.3719995022,"18/01/2016"
"0","(60,Inf]",31168.4929995537,"18/01/2016"
"1","(18,30]",7411.23600053787,"18/01/2016"
"1","(30,45]",42199.8880007267,"18/01/2016"
"1","(45,60]",50319.9709992409,"18/01/2016"
"1","(60,Inf]",503.929999828339,"18/01/2016"
"0","(0,18]",601.869999885559,"19/01/2016"
"0","(18,30]",54491.5260007381,"19/01/2016"
"0","(30,45]",101468.679998636,"19/01/2016"
"0","(45,60]",142421.843000174,"19/01/2016"
"0","(60,Inf]",66346.6099994183,"19/01/2016"
"1","(18,30]",6765.96899962425,"19/01/2016"
"1","(30,45]",64741.4129989147,"19/01/2016"
"1","(45,60]",81064.2739992142,"19/01/2016"
"1","(60,Inf]",3935.47399973869,"19/01/2016"
"0","(0,18]",239.93700003624,"20/01/2016"
"0","(18,30]",44883.1529998779,"20/01/2016"
"0","(30,45]",95906.9630012512,"20/01/2016"
"0","(45,60]",122513.304000139,"20/01/2016"
"0","(60,Inf]",57442.5820002556,"20/01/2016"
"1","(0,18]",506.12299990654,"20/01/2016"
"1","(18,30]",15307.4470000267,"20/01/2016"
"1","(30,45]",106897.680000544,"20/01/2016"
"1","(45,60]",68360.142999649,"20/01/2016"
"1","(60,Inf]",3690.80099987984,"20/01/2016"
"0","(0,18]",4949.70399999619,"21/01/2016"
"0","(18,30]",36694.7189993858,"21/01/2016"
"0","(30,45]",112497.691999912,"21/01/2016"
"0","(45,60]",142824.438999891,"21/01/2016"
"0","(60,Inf]",91629.3690009117,"21/01/2016"
"1","(0,18]",1858.4399998188,"21/01/2016"
"1","(18,30]",20399.8460006714,"21/01/2016"
"1","(30,45]",83841.4940006733,"21/01/2016"
"1","(45,60]",75711.0900008678,"21/01/2016"
"1","(60,Inf]",6088.2460000515,"21/01/2016"
"0","(0,18]",20607.2649998665,"22/01/2016"
"0","(18,30]",19765.1110002995,"22/01/2016"
"0","(30,45]",97349.3209993839,"22/01/2016"
"0","(45,60]",36862.3029999733,"22/01/2016"
"0","(60,Inf]",27113.9880003929,"22/01/2016"
"1","(18,30]",5793.17399978638,"22/01/2016"
"1","(30,45]",35737.337998867,"22/01/2016"
"1","(45,60]",25619.5050001144,"22/01/2016"
"1","(60,Inf]",1633.18099975586,"22/01/2016"
"0","(18,30]",31674.7170000076,"23/01/2016"
"0","(30,45]",133622.899999142,"23/01/2016"
"0","(45,60]",81431.2780001163,"23/01/2016"
"0","(60,Inf]",82180.1409990788,"23/01/2016"
"1","(18,30]",16809.0329999924,"23/01/2016"
"1","(30,45]",49811.3929986954,"23/01/2016"
"1","(45,60]",79229.9260003567,"23/01/2016"
"1","(60,Inf]",6392.41399979591,"23/01/2016"
"0","(0,18]",11234.8129999638,"24/01/2016"
"0","(18,30]",39572.0320003033,"24/01/2016"
"0","(30,45]",165568.274000406,"24/01/2016"
"0","(45,60]",112217.541999817,"24/01/2016"
"0","(60,Inf]",96274.3650004864,"24/01/2016"
"1","(0,18]",4287.90299987793,"24/01/2016"
"1","(18,30]",21304.2599999905,"24/01/2016"
"1","(30,45]",112395.42599988,"24/01/2016"
"1","(45,60]",161543.924000025,"24/01/2016"
"1","(60,Inf]",11426.0870001316,"24/01/2016"
"0","(18,30]",9090.33300018311,"25/01/2016"
"0","(30,45]",46269.1630003452,"25/01/2016"
"0","(45,60]",55676.4750008583,"25/01/2016"
"0","(60,Inf]",38044.1369996071,"25/01/2016"
"1","(18,30]",4021.76000022888,"25/01/2016"
"1","(30,45]",12274.4779999256,"25/01/2016"
"1","(45,60]",14004.5980000496,"25/01/2016"
"1","(60,Inf]",1657.42300009727,"25/01/2016"
"0","(0,18]",4105.72300004959,"26/01/2016"
"0","(18,30]",45452.6010007858,"26/01/2016"
"0","(30,45]",115441.411998749,"26/01/2016"
"0","(45,60]",158367.71799922,"26/01/2016"
"0","(60,Inf]",64544.112000227,"26/01/2016"
"1","(18,30]",26573.8219997883,"26/01/2016"
"1","(30,45]",174183.849998951,"26/01/2016"
"1","(45,60]",42274.9130005836,"26/01/2016"
"1","(60,Inf]",7742.6360001564,"26/01/2016"
"0","(0,18]",3263.27199983597,"27/01/2016"
"0","(18,30]",28515.9720003605,"27/01/2016"
"0","(30,45]",208018.228999376,"27/01/2016"
"0","(45,60]",386244.828000784,"27/01/2016"
"0","(60,Inf]",63142.2340006828,"27/01/2016"
"1","(18,30]",19957.8089993,"27/01/2016"
"1","(30,45]",110039.998000622,"27/01/2016"
"1","(45,60]",70125.6619999409,"27/01/2016"
"1","(60,Inf]",7466.74399995804,"27/01/2016"
"0","(18,30]",24355.5630002022,"28/01/2016"
"0","(30,45]",57462.5149993896,"28/01/2016"
"0","(45,60]",47084.3369987011,"28/01/2016"
"0","(60,Inf]",10878.1780002117,"28/01/2016"
"1","(18,30]",6813.69000005722,"28/01/2016"
"1","(30,45]",21062.615000248,"28/01/2016"
"1","(45,60]",26859.8970000744,"28/01/2016"
"1","(60,Inf]",1305.02300024033,"28/01/2016"
"0","(0,18]",1764.76799964905,"29/01/2016"
"0","(18,30]",30096.140999794,"29/01/2016"
"0","(30,45]",142949.414998531,"29/01/2016"
"0","(45,60]",116990.775001526,"29/01/2016"
"0","(60,Inf]",164011.584001303,"29/01/2016"
"1","(18,30]",11373.8690004349,"29/01/2016"
"1","(30,45]",167162.681998968,"29/01/2016"
"1","(45,60]",55448.0260000229,"29/01/2016"
"1","(60,Inf]",6040.45500016212,"29/01/2016"
"0","(0,18]",21223.5380003452,"30/01/2016"
"0","(18,30]",21927.9660005569,"30/01/2016"
"0","(30,45]",45506.459000349,"30/01/2016"
"0","(45,60]",63560.5099995136,"30/01/2016"
"0","(60,Inf]",43339.376999855,"30/01/2016"
"1","(18,30]",12913.7820003033,"30/01/2016"
"1","(30,45]",10989.1649999619,"30/01/2016"
"1","(45,60]",37126.4710006714,"30/01/2016"
"1","(60,Inf]",1293.67299985886,"30/01/2016"
"0","(18,30]",20434.621999979,"31/01/2016"
"0","(30,45]",58044.6940000057,"31/01/2016"
"0","(45,60]",45958.0660009384,"31/01/2016"
"0","(60,Inf]",34821.9969995022,"31/01/2016"
"1","(18,30]",9444.42400026321,"31/01/2016"
"1","(30,45]",34939.6029999256,"31/01/2016"
"1","(45,60]",17977.3350002766,"31/01/2016"
"1","(60,Inf]",1793.03299999237,"31/01/2016"
"0","(18,30]",53914.0370004177,"01/02/2016"
"0","(30,45]",181604.73500061,"01/02/2016"
"0","(45,60]",84892.3900010586,"01/02/2016"
"0","(60,Inf]",65586.8609998226,"01/02/2016"
"1","(18,30]",19084.8550009727,"01/02/2016"
"1","(30,45]",149696.171000242,"01/02/2016"
"1","(45,60]",80502.0529983044,"01/02/2016"
"1","(60,Inf]",10308.3459997177,"01/02/2016"
"0","(18,30]",33899.6700003147,"02/02/2016"
"0","(30,45]",135364.183999538,"02/02/2016"
"0","(45,60]",94986.4919996262,"02/02/2016"
"0","(60,Inf]",86720.243999958,"02/02/2016"
"1","(0,18]",2060.73000001907,"02/02/2016"
"1","(18,30]",14644.75,"02/02/2016"
"1","(30,45]",65464.0070018768,"02/02/2016"
"1","(45,60]",51909.9099998474,"02/02/2016"
"1","(60,Inf]",3566.56900000572,"02/02/2016"
"0","(0,18]",1745.43099999428,"03/02/2016"
"0","(18,30]",38214.5819993019,"03/02/2016"
"0","(30,45]",138947.960998774,"03/02/2016"
"0","(45,60]",118463.049000978,"03/02/2016"
"0","(60,Inf]",81150.659999609,"03/02/2016"
"1","(18,30]",39351.0470004082,"03/02/2016"
"1","(30,45]",109448.072999716,"03/02/2016"
"1","(45,60]",71171.7150006294,"03/02/2016"
"1","(60,Inf]",7242.19000029564,"03/02/2016"
"0","(0,18]",1077.29999995232,"04/02/2016"
"0","(18,30]",44353.8480000496,"04/02/2016"
"0","(30,45]",139257.464000225,"04/02/2016"
"0","(45,60]",191323.279000998,"04/02/2016"
"0","(60,Inf]",108640.249998569,"04/02/2016"
"1","(0,18]",2558.22699999809,"04/02/2016"
"1","(18,30]",32232.6069996357,"04/02/2016"
"1","(30,45]",113777.546999216,"04/02/2016"
"1","(45,60]",55486.7149994373,"04/02/2016"
"1","(60,Inf]",13029.1059992313,"04/02/2016"
"0","(0,18]",1727.26999998093,"05/02/2016"
"0","(18,30]",40289.2770006657,"05/02/2016"
"0","(30,45]",86084.840000391,"05/02/2016"
"0","(45,60]",93126.4659984112,"05/02/2016"
"0","(60,Inf]",95643.4879994392,"05/02/2016"
"1","(18,30]",57270.1470007896,"05/02/2016"
"1","(30,45]",99596.5120005608,"05/02/2016"
"1","(45,60]",93310.7899992466,"05/02/2016"
"1","(60,Inf]",4831.76400017738,"05/02/2016"
"0","(0,18]",282.40700006485,"06/02/2016"
"0","(18,30]",3639.40499997139,"06/02/2016"
"0","(30,45]",24555.1660001278,"06/02/2016"
"0","(45,60]",17822.0560002327,"06/02/2016"
"0","(60,Inf]",26793.986000061,"06/02/2016"
"1","(18,30]",12984.7130002975,"06/02/2016"
"1","(30,45]",7070.06100106239,"06/02/2016"
"1","(45,60]",13264.4090001583,"06/02/2016"
"1","(60,Inf]",1678.58400011063,"06/02/2016"
"0","(0,18]",14025.6960000992,"07/02/2016"
"0","(18,30]",15345.6549994946,"07/02/2016"
"0","(30,45]",50694.6520004272,"07/02/2016"
"0","(45,60]",63683.8219997883,"07/02/2016"
"0","(60,Inf]",18699.2699999809,"07/02/2016"
"1","(18,30]",53948.7309999466,"07/02/2016"
"1","(30,45]",21156.1610000134,"07/02/2016"
"1","(45,60]",17860.8259994984,"07/02/2016"
"1","(60,Inf]",620.296999931335,"07/02/2016"
"0","(0,18]",5213.8100001812,"08/02/2016"
"0","(18,30]",28275.3369996548,"08/02/2016"
"0","(30,45]",87175.3539996147,"08/02/2016"
"0","(45,60]",62526.3930001259,"08/02/2016"
"0","(60,Inf]",27836.6110005379,"08/02/2016"
"1","(18,30]",16902.4369997978,"08/02/2016"
"1","(30,45]",43530.8030004501,"08/02/2016"
"1","(45,60]",31890.6279993057,"08/02/2016"
"1","(60,Inf]",1705.39399981499,"08/02/2016"
"0","(18,30]",3500.83200025558,"09/02/2016"
"0","(30,45]",19676.5869996548,"09/02/2016"
"0","(45,60]",9070.66999983788,"09/02/2016"
"0","(60,Inf]",5301.99300026894,"09/02/2016"
"1","(18,30]",24476.8899998665,"09/02/2016"
"1","(30,45]",2163.12199997902,"09/02/2016"
"1","(45,60]",11267.2139997482,"09/02/2016"
"0","(0,18]",817.583999872208,"10/02/2016"
"0","(18,30]",3798.21999955177,"10/02/2016"
"0","(30,45]",55090.8880012035,"10/02/2016"
"0","(45,60]",27749.3109998703,"10/02/2016"
"0","(60,Inf]",6239.05200004578,"10/02/2016"
"1","(18,30]",4621.382999897,"10/02/2016"
"1","(30,45]",64048.7780008316,"10/02/2016"
"1","(45,60]",11735.4239997864,"10/02/2016"
"0","(0,18]",1526.16399979591,"11/02/2016"
"0","(18,30]",15088.3869993687,"11/02/2016"
"0","(30,45]",52924.118001461,"11/02/2016"
"0","(45,60]",80677.3200001717,"11/02/2016"
"0","(60,Inf]",45792.8150000572,"11/02/2016"
"1","(18,30]",17872.8269991875,"11/02/2016"
"1","(30,45]",36648.0759997368,"11/02/2016"
"1","(45,60]",21392.3949997425,"11/02/2016"
"1","(60,Inf]",997.436000108719,"11/02/2016"
"0","(18,30]",8659.8069999218,"12/02/2016"
"0","(30,45]",21067.3809993267,"12/02/2016"
"0","(45,60]",9343.33300065994,"12/02/2016"
"0","(60,Inf]",4425.34599995613,"12/02/2016"
"1","(18,30]",1534.79399991035,"12/02/2016"
"1","(30,45]",3475.34800028801,"12/02/2016"
"1","(45,60]",7606.6139998436,"12/02/2016"
"1","(60,Inf]",245.743000030518,"12/02/2016"
"0","(0,18]",1978.30599999428,"13/02/2016"
"0","(18,30]",3293.06399989128,"13/02/2016"
"0","(30,45]",54321.7929997444,"13/02/2016"
"0","(45,60]",13456.3299996853,"13/02/2016"
"0","(60,Inf]",14508.4490001202,"13/02/2016"
"1","(18,30]",1011.65700006485,"13/02/2016"
"1","(30,45]",5540.20999979973,"13/02/2016"
"1","(45,60]",10820.9010000229,"13/02/2016"
"1","(60,Inf]",225.120000123978,"13/02/2016"
"0","(18,30]",6995.33999991417,"14/02/2016"
"0","(30,45]",5999.94200015068,"14/02/2016"
"0","(45,60]",1227.99100017548,"14/02/2016"
"0","(60,Inf]",3606.8119995594,"14/02/2016"
"1","(18,30]",9780.36599993706,"14/02/2016"
"1","(30,45]",608.97000002861,"14/02/2016"
"1","(45,60]",3203.7009999752,"14/02/2016"
"0","(18,30]",15916.5109987259,"15/02/2016"
"0","(30,45]",81284.6170003414,"15/02/2016"
"0","(45,60]",100738.418999672,"15/02/2016"
"0","(60,Inf]",44137.8160002232,"15/02/2016"
"1","(18,30]",18203.2419998646,"15/02/2016"
"1","(30,45]",40355.4380004406,"15/02/2016"
"1","(45,60]",27695.0610003471,"15/02/2016"
"1","(60,Inf]",4847.84100008011,"15/02/2016"
"0","(0,18]",4281.93700003624,"16/02/2016"
"0","(18,30]",54913.3860003948,"16/02/2016"
"0","(30,45]",117450.161997795,"16/02/2016"
"0","(45,60]",142943.07400012,"16/02/2016"
"0","(60,Inf]",83519.2560005188,"16/02/2016"
"1","(18,30]",83729.2800004482,"16/02/2016"
"1","(30,45]",103022.113999844,"16/02/2016"
"1","(45,60]",38658.3719997406,"16/02/2016"
"1","(60,Inf]",10588.6310002804,"16/02/2016"
"0","(18,30]",26093.8019993305,"17/02/2016"
"0","(30,45]",50975.9160006046,"17/02/2016"
"0","(45,60]",32241.9700000286,"17/02/2016"
"0","(60,Inf]",14732.2000000477,"17/02/2016"
"1","(18,30]",7130.41099977493,"17/02/2016"
"1","(30,45]",19516.8529992104,"17/02/2016"
"1","(45,60]",61070.3040001392,"17/02/2016"
"1","(60,Inf]",5795.48099994659,"17/02/2016"
"0","(0,18]",7974.9240000248,"18/02/2016"
"0","(18,30]",26215.7740006447,"18/02/2016"
"0","(30,45]",91690.436999321,"18/02/2016"
"0","(45,60]",98856.3700003624,"18/02/2016"
"0","(60,Inf]",54465.4210002422,"18/02/2016"
"1","(18,30]",83334.6070001125,"18/02/2016"
"1","(30,45]",27938.6899998188,"18/02/2016"
"1","(45,60]",213426.298001289,"18/02/2016"
"1","(60,Inf]",3559.76399993896,"18/02/2016"
"0","(0,18]",14329.9459998608,"19/02/2016"
"0","(18,30]",28635.981000185,"19/02/2016"
"0","(30,45]",98944.5149993896,"19/02/2016"
"0","(45,60]",144751.728998899,"19/02/2016"
"0","(60,Inf]",71933.4029996395,"19/02/2016"
"1","(18,30]",39439.9279999733,"19/02/2016"
"1","(30,45]",127781.894998312,"19/02/2016"
"1","(45,60]",39426.8130002022,"19/02/2016"
"1","(60,Inf]",9671.05700016022,"19/02/2016"
"0","(18,30]",15198.0389997959,"20/02/2016"
"0","(30,45]",89807.7229995728,"20/02/2016"
"0","(45,60]",62035.6879997253,"20/02/2016"
"0","(60,Inf]",53746.1090004444,"20/02/2016"
"1","(18,30]",26651.0509996414,"20/02/2016"
"1","(30,45]",54336.496999979,"20/02/2016"
"1","(45,60]",46628.9519999027,"20/02/2016"
"1","(60,Inf]",4089.18600010872,"20/02/2016"
"0","(18,30]",12221.9790000916,"21/02/2016"
"0","(30,45]",136211.96400094,"21/02/2016"
"0","(45,60]",104136.191999912,"21/02/2016"
"0","(60,Inf]",37493.7009997368,"21/02/2016"
"1","(0,18]",3292.50999999046,"21/02/2016"
"1","(18,30]",38384.7699999809,"21/02/2016"
"1","(30,45]",140440.058998585,"21/02/2016"
"1","(45,60]",86392.7040002346,"21/02/2016"
"1","(60,Inf]",8748.0459997654,"21/02/2016"
"0","(18,30]",49947.7000007629,"22/02/2016"
"0","(30,45]",136053.390999317,"22/02/2016"
"0","(45,60]",64531.9749991894,"22/02/2016"
"0","(60,Inf]",52286.0780000687,"22/02/2016"
"1","(18,30]",22662.5070002079,"22/02/2016"
"1","(30,45]",56557.9010007381,"22/02/2016"
"1","(45,60]",105396.036999702,"22/02/2016"
"1","(60,Inf]",3207.55499982834,"22/02/2016"
"0","(0,18]",7140.1970000267,"23/02/2016"
"0","(18,30]",28967.1069982052,"23/02/2016"
"0","(30,45]",135275.663999319,"23/02/2016"
"0","(45,60]",153762.491997957,"23/02/2016"
"0","(60,Inf]",52517.739000082,"23/02/2016"
"1","(18,30]",27417.6119997501,"23/02/2016"
"1","(30,45]",58744.2869992256,"23/02/2016"
"1","(45,60]",64849.9909992218,"23/02/2016"
"1","(60,Inf]",5677.35100030899,"23/02/2016"
"0","(0,18]",1044.4350001812,"24/02/2016"
"0","(18,30]",89122.842000246,"24/02/2016"
"0","(30,45]",61115.9449982643,"24/02/2016"
"0","(45,60]",35390.9089987278,"24/02/2016"
"0","(60,Inf]",19930.3800003529,"24/02/2016"
"1","(18,30]",67546.0399997234,"24/02/2016"
"1","(30,45]",88475.648999691,"24/02/2016"
"1","(45,60]",22114.8250007629,"24/02/2016"
"1","(60,Inf]",6054.72399997711,"24/02/2016"
"0","(18,30]",20491.387999773,"25/02/2016"
"0","(30,45]",103036.617999315,"25/02/2016"
"0","(45,60]",61210.5319993496,"25/02/2016"
"0","(60,Inf]",17556.7690005302,"25/02/2016"
"1","(18,30]",15182.2509996891,"25/02/2016"
"1","(30,45]",42371.9910006523,"25/02/2016"
"1","(45,60]",25989.9340004921,"25/02/2016"
"1","(60,Inf]",3817.09100008011,"25/02/2016"
"0","(0,18]",523.80999994278,"26/02/2016"
"0","(18,30]",206653.760999918,"26/02/2016"
"0","(30,45]",50953.5120005608,"26/02/2016"
"0","(45,60]",42301.9890003204,"26/02/2016"
"0","(60,Inf]",4060.22000002861,"26/02/2016"
"1","(18,30]",17204.4889998436,"26/02/2016"
"1","(30,45]",32503.3770003319,"26/02/2016"
"1","(45,60]",13217.9310002327,"26/02/2016"
"1","(60,Inf]",343.114000082016,"26/02/2016"
"0","(0,18]",676.43700003624,"27/02/2016"
"0","(18,30]",9534.25699949265,"27/02/2016"
"0","(30,45]",29285.588999033,"27/02/2016"
"0","(45,60]",1280.17000007629,"27/02/2016"
"0","(60,Inf]",733.9359998703,"27/02/2016"
"1","(18,30]",15180.3570001125,"27/02/2016"
"1","(30,45]",2830.58500003815,"27/02/2016"
"1","(45,60]",4630.45000004768,"27/02/2016"
"0","(18,30]",24521.9959993362,"28/02/2016"
"0","(30,45]",96493.6310005188,"28/02/2016"
"0","(45,60]",96664.8790001869,"28/02/2016"
"0","(60,Inf]",11930.1240003109,"28/02/2016"
"1","(18,30]",13531.5040004253,"28/02/2016"
"1","(30,45]",30039.3229999542,"28/02/2016"
"1","(45,60]",14687.3890001774,"28/02/2016"
"0","(0,18]",47.5329999923706,"29/02/2016"
"0","(18,30]",28963.1760001183,"29/02/2016"
"0","(30,45]",150763.214998722,"29/02/2016"
"0","(45,60]",190226.205999374,"29/02/2016"
"0","(60,Inf]",85713.2010002136,"29/02/2016"
"1","(18,30]",22430.1810004711,"29/02/2016"
"1","(30,45]",87591.2160003185,"29/02/2016"
"1","(45,60]",62822.84699893,"29/02/2016"
"1","(60,Inf]",14490.8830001354,"29/02/2016"
"0","(0,18]",11482.1119999886,"01/03/2016"
"0","(18,30]",108070.512000799,"01/03/2016"
"0","(30,45]",180498.136000395,"01/03/2016"
"0","(45,60]",133082.462999821,"01/03/2016"
"0","(60,Inf]",58429.3260009289,"01/03/2016"
"1","(18,30]",21051.0199997425,"01/03/2016"
"1","(30,45]",80835.0689995289,"01/03/2016"
"1","(45,60]",97571.5449998379,"01/03/2016"
"1","(60,Inf]",4557.82299995422,"01/03/2016"
"0","(18,30]",25212.7689993382,"02/03/2016"
"0","(30,45]",156602.625000954,"02/03/2016"
"0","(45,60]",58420.0579991341,"02/03/2016"
"0","(60,Inf]",20138.4900000095,"02/03/2016"
"1","(0,18]",552.922999858856,"02/03/2016"
"1","(18,30]",26874.0799994469,"02/03/2016"
"1","(30,45]",33734.786000967,"02/03/2016"
"1","(45,60]",35128.4470000267,"02/03/2016"
"1","(60,Inf]",574.31600022316,"02/03/2016"
"0","(18,30]",123786.601000547,"03/03/2016"
"0","(30,45]",171922.210997343,"03/03/2016"
"0","(45,60]",267115.287000179,"03/03/2016"
"0","(60,Inf]",79306.2479989529,"03/03/2016"
"1","(18,30]",17591.8090000153,"03/03/2016"
"1","(30,45]",76643.6200017929,"03/03/2016"
"1","(45,60]",55499.0449995995,"03/03/2016"
"1","(60,Inf]",6154.22499990463,"03/03/2016"
"0","(0,18]",1311.01999998093,"04/03/2016"
"0","(18,30]",11770.9219999313,"04/03/2016"
"0","(30,45]",61741.7829985619,"04/03/2016"
"0","(45,60]",27027.5970001221,"04/03/2016"
"0","(60,Inf]",17263.6399998665,"04/03/2016"
"1","(18,30]",5491.81599974632,"04/03/2016"
"1","(30,45]",66127.2970004082,"04/03/2016"
"1","(45,60]",10187.5599997044,"04/03/2016"
"1","(60,Inf]",3447.3180000782,"04/03/2016"
"0","(0,18]",2731.36299991608,"05/03/2016"
"0","(18,30]",70377.8830001354,"05/03/2016"
"0","(30,45]",105196.990998983,"05/03/2016"
"0","(45,60]",10561.9960002899,"05/03/2016"
"0","(60,Inf]",8176.45800042152,"05/03/2016"
"1","(18,30]",2935.51399993896,"05/03/2016"
"1","(30,45]",13795.851000309,"05/03/2016"
"1","(45,60]",21649.0750007629,"05/03/2016"
"0","(0,18]",774.399999856949,"06/03/2016"
"0","(18,30]",6853.10399961472,"06/03/2016"
"0","(30,45]",44511.2550003529,"06/03/2016"
"0","(45,60]",118983.147000074,"06/03/2016"
"0","(60,Inf]",22417.763999939,"06/03/2016"
"1","(18,30]",1195.63599991798,"06/03/2016"
"1","(30,45]",13832.5800001621,"06/03/2016"
"1","(45,60]",14384.736000061,"06/03/2016"
"0","(18,30]",15207.8790001869,"07/03/2016"
"0","(30,45]",66517.8369996548,"07/03/2016"
"0","(45,60]",35884.6929988861,"07/03/2016"
"0","(60,Inf]",12703.276999712,"07/03/2016"
"1","(18,30]",30353.3579998016,"07/03/2016"
"1","(30,45]",8339.25399971008,"07/03/2016"
"1","(45,60]",23180.7049996853,"07/03/2016"
"0","(18,30]",44330.7290008068,"08/03/2016"
"0","(30,45]",125311.62300086,"08/03/2016"
"0","(45,60]",95178.0940022469,"08/03/2016"
"0","(60,Inf]",46383.6449997425,"08/03/2016"
"1","(18,30]",20604.7600004673,"08/03/2016"
"1","(30,45]",104017.487999201,"08/03/2016"
"1","(45,60]",51300.3159995079,"08/03/2016"
"1","(60,Inf]",2760.88699960709,"08/03/2016"
"0","(0,18]",298.957000017166,"09/03/2016"
"0","(18,30]",29873.009999752,"09/03/2016"
"0","(30,45]",90151.663998127,"09/03/2016"
"0","(45,60]",66796.3540005684,"09/03/2016"
"0","(60,Inf]",24857.7650001049,"09/03/2016"
"1","(18,30]",21863.0750002861,"09/03/2016"
"1","(30,45]",33642.8279993534,"09/03/2016"
"1","(45,60]",39252.2830007076,"09/03/2016"
"1","(60,Inf]",8104.25200009346,"09/03/2016"
"0","(0,18]",1263.30599999428,"10/03/2016"
"0","(18,30]",46547.7240004539,"10/03/2016"
"0","(30,45]",175253.850000858,"10/03/2016"
"0","(45,60]",124623.031998873,"10/03/2016"
"0","(60,Inf]",68560.7950003147,"10/03/2016"
"1","(18,30]",26004.6440000534,"10/03/2016"
"1","(30,45]",49918.1199998856,"10/03/2016"
"1","(45,60]",56344.8070008755,"10/03/2016"
"1","(60,Inf]",5718.53399991989,"10/03/2016"
"0","(0,18]",1592.20900011063,"11/03/2016"
"0","(18,30]",59908.1280012131,"11/03/2016"
"0","(30,45]",208963.11900115,"11/03/2016"
"0","(45,60]",132178.165000677,"11/03/2016"
"0","(60,Inf]",74200.3399996758,"11/03/2016"
"1","(18,30]",41172.6540000439,"11/03/2016"
